Energy[keV],Photon_to_nAmp_BestOf,Photon_to_nAmp_oxidized,Photon_to_nAmp_thin
1.356,16870236.8842225,16870236.8842225,16893214.1283274
1.357,16859040.6935736,16859040.6935736,16882002.6884792
1.358,16847243.6056506,16847243.6056506,16870189.5329354
1.359,16834229.7433255,16834229.7433255,16857157.9457441
1.36,16821235.0642345,16821235.0642345,16844145.5679145
1.361,16810107.8739703,16810107.8739703,16833003.2224293
1.362,16796534.2785308,16796534.2785308,16819411.1397678
1.363,16785441.5381317,16785441.5381317,16808303.2910685
1.364,16773135.4959484,16773135.4959484,16795980.4880692
1.365,16761461.8851636,16761461.8851636,16784290.9778394
1.366,16748577.4644755,16748577.4644755,16771389.0085844
1.367,16735711.9394143,16735711.9394143,16758505.9606922
1.368,16725317.3914551,16725317.3914551,16748097.2553701
1.369,16713712.9081569,16713712.9081569,16736476.9667784
1.37,16700288.6666046,16700288.6666046,16723034.4414239
1.371,16688107.5661914,16688107.5661914,16710836.7503652
1.372,16677166.8886784,16677166.8886784,16699881.1716615
1.373,16663798.5966849,16663798.5966849,16686494.672069
1.374,16652891.5365843,16652891.5365843,16675572.7565645
1.375,16640780.3427395,16640780.3427395,16663445.067287
1.376,16629296.3753808,16629296.3753808,16651945.4587773
1.377,16616610.7271364,16616610.7271364,16639242.532694
1.378,16603943.5352036,16603943.5352036,16626558.0880597
1.379,16593727.8573522,16593727.8573522,16616328.4964663
1.38,16582311.3620057,16582311.3620057,16604896.4518657
1.381,16569696.3905059,16569696.3905059,16592264.2987886
1.382,16557706.7404405,16557706.7404405,16580258.3188329
1.383,16546341.0553636,16546341.0553636,16568877.1537055
1.384,16533173.274945,16533173.274945,16555691.4387844
1.385,16523053.2168724,16523053.2168724,16545557.5972038
1.386,16511131.8220551,16511131.8220551,16533619.9654598
1.387,16499832.5830545,16499832.5830545,16522305.3369082
1.388,16486736.0803804,16486736.0803804,16509190.9968117
1.389,16474866.5799625,16474866.5799625,16497305.3301474
1.39,16464825.1378127,16464825.1378127,16487250.2115644
1.391,16451178.777547,16451178.777547,16473585.264971
1.392,16440565.9430292,16440565.9430292,16462957.9757842
1.393,16428763.6702776,16428763.6702776,16451139.6283501
1.394,16418182.3184822,16418182.3184822,16440543.8647652
1.395,16405209.8872377,16405209.8872377,16427553.7650836
1.396,16395261.7649835,16395261.7649835,16417592.0934978
1.397,16383525.7150443,16383525.7150443,16405840.0590715
1.398,16372406.8364984,16372406.8364984,16394706.0366252
1.399,16359504.040003,16359504.040003,16381785.6665351
1.4,16347818.6799744,16347818.6799744,16370084.3910591
1.401,16337947.2894321,16337947.2894321,16360199.5556936
1.402,16324497.9685907,16324497.9685907,16346731.9168921
1.403,16314657.2719133,16314657.2719133,16336877.8171966
1.404,16303037.1456512,16303037.1456512,16325241.8643353
1.405,16292031.0385285,16292031.0385285,16314220.7669067
1.406,16279249.4718526,16279249.4718526,16301421.7917511
1.407,16269469.1736645,16269469.1736645,16291628.1728076
1.408,16257914.1529446,16257914.1529446,16280057.4141622
1.409,16247567.3162002,16247567.3162002,16269696.4850375
1.41,16234853.2818057,16234853.2818057,16256965.1341421
1.411,16223347.361691,16223347.361691,16245443.5429768
1.412,16213641.679537,16213641.679537,16235724.6416944
1.413,16200384.3788719,16200384.3788719,16222449.2846004
1.414,16190708.6644316,16190708.6644316,16212760.3918476
1.415,16179266.4674956,16179266.4674956,16201302.610652
1.416,16168433.4859385,16168433.4859385,16190454.8745859
1.417,16155837.9312111,16155837.9312111,16177842.1647268
1.418,16146221.1863757,16146221.1863757,16168212.3218955
1.419,16134842.5949829,16134842.5949829,16156818.2328737
1.42,16124663.013746,16124663.013746,16146624.7870583
1.421,16112133.4569182,16112133.4569182,16134078.1649879
1.422,16100802.8426728,16100802.8426728,16122732.1184584
1.423,16091258.9533236,16091258.9533236,16113175.2303423
1.424,16078189.3555342,16078189.3555342,16100087.8317752
1.425,16068674.7302312,16068674.7302312,16090560.2475629
1.426,16057406.3748804,16057406.3748804,16079276.5447245
1.427,16047331.252709,16047331.252709,16069187.7002478
1.428,16034917.0102097,16034917.0102097,16056756.5495638
1.429,16023695.9346252,16023695.9346252,16045520.1908867
1.43,16014253.0724513,16014253.0724513,16036064.4675449
1.431,16004236.5272967,16004236.5272967,16026034.2798668
1.432,15991886.7972105,15991886.7972105,16013667.7294618
1.433,15980727.0716018,15980727.0716018,16002492.8043191
1.434,15971340.9006567,15971340.9006567,15993093.8494195
1.435,15958454.2812581,15958454.2812581,15980189.6784594
1.436,15949096.6932742,15949096.6932742,15970819.3454509
1.437,15937997.8090061,15937997.8090061,15959705.3445146
1.438,15928083.3091377,15928083.3091377,15949777.3411083
1.439,15916430.36428,15916430.36428,15938108.5249525
1.44,15905377.2876381,15905377.2876381,15927040.3940324
1.441,15896089.515823,15896089.515823,15917739.9722822
1.442,15885648.8777631,15885648.8777631,15907285.1140848
1.443,15874057.513722,15874057.513722,15895677.9626187
1.444,15863064.3991004,15863064.3991004,15884669.8753869
1.445,15853832.003973,15853832.003973,15875424.9057476
1.446,15841123.7844405,15841123.7844405,15862699.377634
1.447,15831919.3128826,15831919.3128826,15853482.3695959
1.448,15820985.6669482,15820985.6669482,15842533.8320478
1.449,15811227.7823646,15811227.7823646,15832762.6572361
1.45,15799743.5312607,15799743.5312607,15821262.7645948
1.451,15788854.6659738,15788854.6659738,15810359.0686854
1.452,15779718.398419,15779718.398419,15801210.3575442
1.453,15769437.1893034,15769437.1893034,15790915.1454331
1.454,15758013.1461516,15758013.1461516,15779475.5427471
1.455,15747182.8965666,15747182.8965666,15768630.542374
1.456,15737522.9528639,15737522.9528639,15758957.4418386
1.457,15726144.293794,15726144.293794,15747563.2850475
1.458,15717089.1435507,15717089.1435507,15738495.8016996
1.459,15706316.6355702,15706316.6355702,15727708.621575
1.46,15696711.4865344,15696711.4865344,15718090.3903368
1.461,15684815.8598884,15684815.8598884,15706178.5618604
1.462,15674663.023205,15674663.023205,15696011.8970245
1.463,15665674.515758,15665674.515758,15687011.1472403
1.464,15655548.7926003,15655548.7926003,15676871.6328588
1.465,15644287.9293884,15644287.9293884,15665595.4323635
1.466,15634190.6087087,15634190.6087087,15655484.3591441
1.467,15624107.0961096,15624107.0961096,15645387.112812
1.468,15612890.6215033,15612890.6215033,15634155.3613796
1.469,15603981.3823766,15603981.3823766,15625233.987879
1.47,15593939.1250457,15593939.1250457,15615178.0530047
1.471,15583910.5634015,15583910.5634015,15605135.8324704
1.472,15572751.7077563,15572751.7077563,15593961.7784761
1.473,15562751.146479,15562751.146479,15583947.5964454
1.474,15553906.7738891,15553906.7738891,15575091.1778298
1.475,15543932.71667,15543932.71667,15565103.5359557
1.476,15532831.019453,15532831.019453,15553986.7182392
1.477,15522884.7373651,15522884.7373651,15544026.8893261
1.478,15512951.9562506,15512951.9562506,15534080.5797746
1.479,15501893.6829536,15501893.6829536,15523007.2451215
1.48,15493126.7874927,15493126.7874927,15514228.4091586
1.481,15483234.3453095,15483234.3453095,15504322.4934801
1.482,15473923.8130524,15473923.8130524,15494999.2802883
1.483,15462921.4748613,15462921.4748613,15483981.9569246
1.484,15452501.7164551,15452501.7164551,15473548.0068189
1.485,15443798.2250137,15443798.2250137,15464832.6612317
1.486,15432271.2590469,15432271.2590469,15453289.9955499
1.487,15423593.2035213,15423593.2035213,15444600.1205222
1.488,15413794.277596,15413794.277596,15434787.8484706
1.489,15404008.5550249,15404008.5550249,15424988.7977561
1.49,15393104.6208476,15393104.6208476,15414070.0124324
1.491,15384476.6136995,15384476.6136995,15405430.253948
1.492,15374730.3420001,15374730.3420001,15395670.7078373
1.493,15365561.9120275,15365561.9120275,15386489.7904732
1.494,15354712.6984419,15354712.6984419,15375625.8002706
1.495,15345005.9763593,15345005.9763593,15365905.8576431
1.496,15336439.7033027,15336439.7033027,15357327.9173321
1.497,15325068.2430365,15325068.2430365,15345940.9691495
1.498,15316526.840655,15316526.840655,15337387.9333873
1.499,15306871.7014494,15306871.7014494,15327719.6438927
1.5,15297791.8752504,15297791.8752504,15318627.4509804
1.501,15287038.1183623,15287038.1183623,15307859.0474872
1.502,15278545.401734,15278545.401734,15299354.7637882
1.503,15268941.4349523,15268941.4349523,15289737.7164143
1.504,15259911.389331,15259911.389331,15280695.3718808
1.505,15249211.1774845,15249211.1774845,15269980.5863575
1.506,15239645.9027582,15239645.9027582,15260402.2837375
1.507,15231213.5529492,15231213.5529492,15251958.4490774
1.508,15219993.8322674,15219993.8322674,15240723.4471483
1.509,15211585.8051942,15211585.8051942,15232303.9683515
1.51,15202070.9919701,15202070.9919701,15222776.1959622
1.511,15193127.6107577,15193127.6107577,15213820.6338745
1.512,15182520.8186584,15182520.8186584,15203199.3953359
1.513,15174160.403364,15174160.403364,15194827.5931651
1.514,15164695.6530348,15164695.6530348,15185349.9518564
1.515,15155800.9649599,15155800.9649599,15176443.1492261
1.516,15145246.5760118,15145246.5760118,15165874.3852118
1.517,15135819.6848479,15135819.6848479,15156434.6546325
1.518,15128074.8973541,15128074.8973541,15148679.3187467
1.519,15117003.2611755,15117003.2611755,15137592.6030117
1.52,15108725.4326791,15108725.4326791,15129303.500122
1.521,15099347.5893117,15099347.5893117,15119912.8841422
1.522,15090537.3989876,15090537.3989876,15111090.6943486
1.523,15080074.0454387,15080074.0454387,15100613.0897236
1.524,15070733.5441333,15070733.5441333,15091259.8666657
1.525,15063068.2908722,15063068.2908722,15083584.1733381
1.526,15054305.4574673,15054305.4574673,15074809.4049637
1.527,15043892.9958867,15043892.9958867,15064382.7616219
1.528,15034600.8691722,15034600.8691722,15055077.979041
1.529,15026980.2773766,15026980.2773766,15047447.0080078
1.53,15016053.1775074,15016053.1775074,15036505.0254406
1.531,15007902.4681737,15007902.4681737,15028343.2148497
1.532,14998658.3392412,14998658.3392412,15019086.4954238
1.533,14990530.0980351,14990530.0980351,15010947.183562
1.534,14980206.3601483,14980206.3601483,15000609.3847556
1.535,14970998.4627282,14970998.4627282,14991388.9461893
1.536,14963455.4679017,14963455.4679017,14983835.6778121
1.537,14954821.3740241,14954821.3740241,14975189.8243082
1.538,14944547.4604134,14944547.4604134,14964901.9176384
1.539,14935936.9538542,14935936.9538542,14956279.6835787
1.54,14927337.7917298,14927337.7917298,14947668.809405
1.541,14917101.5927594,14917101.5927594,14937418.6687428
1.542,14909624.1945294,14909624.1945294,14929931.0863046
1.543,14900510.3060915,14900510.3060915,14920804.7847607
1.544,14892505.4790831,14892505.4790831,14912789.0551868
1.545,14882318.044118,14882318.044118,14902587.7449464
1.546,14873239.6246471,14873239.6246471,14893496.9606781
1.547,14865816.037559,14865816.037559,14886063.2626726
1.548,14857307.6614591,14857307.6614591,14877543.2981738
1.549,14847716.1135821,14847716.1135821,14867938.6866191
1.55,14838683.7280897,14838683.7280897,14858893.9990276
1.551,14830756.098746,14830756.098746,14850955.5722615
1.552,14820653.9968688,14820653.9968688,14840839.7113326
1.553,14813294.3993164,14813294.3993164,14833470.0900164
1.554,14804307.6950679,14804307.6950679,14824471.1458866
1.555,14796423.4091523,14796423.4091523,14816576.1215822
1.556,14786369.0602026,14786369.0602026,14806508.0786203
1.557,14777961.8544136,14777961.8544136,14798089.4222262
1.558,14770110.1417608,14770110.1417608,14790227.0155494
1.559,14762268.8630252,14762268.8630252,14782375.0570008
1.56,14752261.9077046,14752261.9077046,14772354.472218
1.561,14743898.6556538,14743898.6556538,14763979.8294271
1.562,14735546.2722714,14735546.2722714,14755616.0701077
1.563,14726118.5395316,14726118.5395316,14746175.4968063
1.564,14718874.0282621,14718874.0282621,14738921.1185204
1.565,14710011.5415268,14710011.5415268,14730046.561088
1.566,14702245.0097093,14702245.0097093,14722269.4512626
1.567,14692862.5942596,14692862.5942596,14712874.2569734
1.568,14684033.8125534,14684033.8125534,14704033.4504762
1.569,14676840.6477511,14676840.6477511,14696830.4885913
1.57,14666951.2055668,14666951.2055668,14686927.5769977
1.571,14659237.6394463,14659237.6394463,14679203.5050086
1.572,14650993.5990117,14650993.5990117,14670948.2361999
1.573,14643300.583079,14643300.583079,14663244.742388
1.574,14633457.3027988,14633457.3027988,14653388.0555709
1.575,14626325.2453297,14626325.2453297,14646246.2842473
1.576,14618123.6493244,14618123.6493244,14638033.5176773
1.577,14610471.9448868,14610471.9448868,14630371.3916266
1.578,14600674.1016359,14600674.1016359,14620560.2037241
1.579,14592504.6514177,14592504.6514177,14612379.6267236
1.58,14585422.6725998,14585422.6725998,14605288.0022583
1.581,14575659.0663804,14575659.0663804,14595511.098018
1.582,14568597.1656183,14568597.1656183,14588439.5789548
1.583,14559931.6526456,14559931.6526456,14579762.2635629
1.584,14552351.9278498,14552351.9278498,14572172.2151903
1.585,14543170.6332581,14543170.6332581,14562978.4156854
1.586,14536148.2960347,14536148.2960347,14555946.5140464
1.587,14528062.0332911,14528062.0332911,14547849.2378219
1.588,14520522.5395165,14520522.5395165,14540299.475265
1.589,14511384.3881385,14511384.3881385,14531148.877735
1.59,14502793.5223917,14502793.5223917,14522546.3112384
1.591,14495820.2146946,14495820.2146946,14515563.5059039
1.592,14486179.5237971,14486179.5237971,14505909.684396
1.593,14479225.8748018,14479225.8748018,14498946.5645384
1.594,14471211.8600152,14471211.8600152,14490921.6346724
1.595,14463742.6375789,14463742.6375789,14483442.2391633
1.596,14454680.1421919,14454680.1421919,14474367.4006676
1.597,14447765.0546119,14447765.0546119,14467442.894746
1.598,14439791.4976213,14439791.4976213,14459458.4777795
1.599,14432361.6746485,14432361.6746485,14452018.5353959
1.6,14423341.4486018,14423341.4486018,14442986.0238113
1.601,14415398.4819569,14415398.4819569,14435032.2388546
1.602,14408531.2301518,14408531.2301518,14428155.63386
1.603,14399542.7515304,14399542.7515304,14419154.9129406
1.604,14392694.5773193,14392694.5773193,14412297.4115237
1.605,14384791.2876347,14384791.2876347,14404383.3575673
1.606,14377429.8645583,14377429.8645583,14397011.9082408
1.607,14368483.1129314,14368483.1129314,14388052.9711479
1.608,14360610.0180545,14360610.0180545,14380169.1531245
1.609,14353809.0495867,14353809.0495867,14373358.9217451
1.61,14346486.219653,14346486.219653,14366026.118125
1.611,14338111.4987264,14338111.4987264,14357639.9908378
1.612,14330277.5656864,14330277.5656864,14349795.3879895
1.613,14323513.8364892,14323513.8364892,14343022.4466006
1.614,14314109.4347646,14314109.4347646,14333605.2360912
1.615,14307364.5633523,14307364.5633523,14326851.1781715
1.616,14299569.7530025,14299569.7530025,14319045.7512986
1.617,14292843.1559568,14292843.1559568,14312309.992635
1.618,14284009.5075291,14284009.5075291,14303464.3127879
1.619,14276244.0361869,14276244.0361869,14295688.2648822
1.62,14270073.7546799,14270073.7546799,14289509.5794586
1.621,14262855.3216835,14262855.3216835,14282281.3149644
1.622,14254061.9460228,14254061.9460228,14273475.9627357
1.623,14246862.625602,14246862.625602,14266266.8368484
1.624,14240200.1333104,14240200.1333104,14259595.2702497
1.625,14230909.6476807,14230909.6476807,14250292.1309887
1.626,14224792.7476044,14224792.7476044,14244166.8997012
1.627,14217103.4937228,14217103.4937228,14236467.1730643
1.628,14209950.5072967,14209950.5072967,14229304.4442785
1.629,14201753.7754387,14201753.7754387,14221096.5484807
1.63,14194093.2757811,14194093.2757811,14213425.615231
1.631,14188020.2334,14188020.2334,14207344.3013728
1.632,14180903.8852482,14180903.8852482,14200218.2607627
1.633,14172745.4468323,14172745.4468323,14192048.7105627
1.634,14165122.3093802,14165122.3093802,14184415.1904057
1.635,14158033.7243259,14158033.7243259,14177316.9507064
1.636,14149904.459174,14149904.459174,14169176.6135042
1.637,14143883.5860477,14143883.5860477,14163147.5399553
1.638,14136297.5399513,14136297.5399513,14155551.1616725
1.639,14129769.3810358,14129769.3810358,14149014.1114117
1.64,14121153.6679985,14121153.6679985,14140386.6637828
1.641,14114119.5422618,14114119.5422618,14133342.9575746
1.642,14107617.9048089,14107617.9048089,14126832.4648985
1.643,14101124.8031675,14101124.8031675,14120330.5196598
1.644,14092547.4766448,14092547.4766448,14111741.5108279
1.645,14085549.1251559,14085549.1251559,14104733.6275919
1.646,14079082.3516069,14079082.3516069,14098258.0463045
1.647,14070534.0320249,14070534.0320249,14089698.0839205
1.648,14064607.1227295,14064607.1227295,14083763.1021811
1.649,14057644.0860354,14057644.0860354,14076790.5818388
1.65,14050689.8382131,14050689.8382131,14069826.8623386
1.651,14042701.0333421,14042701.0333421,14061827.1767242
1.652,14035764.7148585,14035764.7148585,14054881.4109824
1.653,14029358.3840689,14029358.3840689,14048466.3547772
1.654,14020876.3052393,14020876.3052393,14039972.7233656
1.655,14015008.1416895,14015008.1416895,14034096.5673835
1.656,14008106.6923953,14008106.6923953,14027185.718323
1.657,14001734.3737731,14001734.3737731,14020804.7206098
1.658,13993289.419386,13993289.419386,14012348.2642041
1.659,13987454.3510674,13987454.3510674,14006505.2485289
1.66,13980587.5209819,13980587.5209819,13999629.0658283
1.661,13974248.9695955,13974248.9695955,13993281.8813419
1.662,13966360.2661862,13966360.2661862,13985382.4335273
1.663,13959519.4343918,13959519.4343918,13978532.2845274
1.664,13953206.2067155,13953206.2067155,13972210.458242
1.665,13944825.9026875,13944825.9026875,13963818.7402491
1.666,13939048.2950679,13939048.2950679,13958033.2635342
1.667,13932241.6496878,13932241.6496878,13951217.3475106
1.668,13925961.7652409,13925961.7652409,13944928.909868
1.669,13918135.8501287,13918135.8501287,13937092.335868
1.67,13912390.5667718,13912390.5667718,13931339.2274415
1.671,13905617.6700762,13905617.6700762,13924557.106068
1.672,13899370.7348804,13899370.7348804,13918301.6625534
1.673,13891579.9254659,13891579.9254659,13910500.242065
1.674,13884832.5219601,13884832.5219601,13903743.6486031
1.675,13879127.3484384,13879127.3484384,13898030.7046413
1.676,13870846.2462019,13870846.2462019,13889738.3235526
1.677,13865157.1783508,13865157.1783508,13884041.5071973
1.678,13858443.1049981,13858443.1049981,13877318.2892841
1.679,13852253.5379394,13852253.5379394,13871120.2920419
1.68,13845039.9748324,13845039.9748324,13863896.9040698
1.681,13839382.4849604,13839382.4849604,13858231.7087029
1.682,13832701.3154269,13832701.3154269,13851541.4394238
1.683,13826543.9047099,13826543.9047099,13845375.6423202
1.684,13818848.5736975,13818848.5736975,13837669.8302753
1.685,13812192.4069824,13812192.4069824,13831004.5978685
1.686,13806574.2465581,13806574.2465581,13825378.7855159
1.687,13798904.7828829,13798904.7828829,13817698.8760396
1.688,13793302.3018103,13793302.3018103,13812088.764394
1.689,13786678.6341243,13786678.6341243,13805456.0752798
1.69,13780577.3317631,13780577.3317631,13799346.4629515
1.691,13773455.8359412,13773455.8359412,13792215.2676601
1.692,13766856.676672,13766856.676672,13785607.1203433
1.693,13761292.9269659,13761292.9269659,13780035.7928162
1.694,13755223.1621423,13755223.1621423,13773957.7609795
1.695,13748134.5026621,13748134.5026621,13766859.4467529
1.696,13741567.4453405,13741567.4453405,13760283.4451065
1.697,13736034.3916595,13736034.3916595,13754742.8554124
1.698,13728457.5693536,13728457.5693536,13747155.7134829
1.699,13722939.8934532,13722939.8934532,13741630.522514
1.7,13716917.1712624,13716917.1712624,13735599.5973821
1.701,13710902.1427896,13710902.1427896,13729576.3764471
1.702,13703870.5126259,13703870.5126259,13722535.1692109
1.703,13697359.1911206,13697359.1911206,13716014.9792929
1.704,13691879.3950515,13691879.3950515,13710527.7197475
1.705,13686406.982913,13686406.982913,13705047.8541897
1.706,13678895.8879766,13678895.8879766,13697526.5291502
1.707,13672927.330691,13672927.330691,13691549.8426961
1.708,13667477.5368566,13667477.5368566,13686092.6262486
1.709,13659991.0852807,13659991.0852807,13678595.9781339
1.71,13655067.2090236,13655067.2090236,13673665.3955627
1.711,13648618.2881675,13648618.2881675,13667207.6912834
1.712,13643198.2894449,13643198.2894449,13661780.3105286
1.713,13635744.0652983,13635744.0652983,13654315.9337368
1.714,13629828.8725265,13629828.8725265,13648392.684479
1.715,13624431.2186095,13624431.2186095,13642987.6789632
1.716,13619040.809827,13619040.809827,13637589.92845
1.717,13612128.2959956,13612128.2959956,13630667.9997823
1.718,13606243.0616699,13606243.0616699,13624774.7497739
1.719,13600365.284973,13600365.284973,13618888.9675516
1.72,13593476.4482116,13593476.4482116,13611990.7482021
1.721,13588632.0535622,13588632.0535622,13607139.7554925
1.722,13582267.5883637,13582267.5883637,13600766.6218995
1.723,13576928.5002538,13576928.5002538,13595420.2619574
1.724,13570070.4602387,13570070.4602387,13588552.8812994
1.725,13564237.4477588,13564237.4477588,13582711.9242628
1.726,13558920.1808251,13558920.1808251,13577387.4152174
1.727,13553610.0242704,13553610.0242704,13572070.0262354
1.728,13546782.5721483,13546782.5721483,13565233.2751309
1.729,13540978.9592316,13540978.9592316,13559421.7576998
1.73,13535690.4755962,13535690.4755962,13554126.0711555
1.731,13528886.045692,13528886.045692,13547312.3736252
1.732,13524119.5119827,13524119.5119827,13542539.3479022
1.733,13518344.9590658,13518344.9590658,13536756.9300507
1.734,13513084.9616525,13513084.9616525,13531489.7685267
1.735,13506310.5415393,13506310.5415393,13524706.1216607
1.736,13500557.9000698,13500557.9000698,13518945.6450999
1.737,13495826.1858899,13495826.1858899,13514207.4863304
1.738,13490594.4834606,13490594.4834606,13508968.6583281
1.739,13483849.8714052,13483849.8714052,13502214.8601186
1.74,13478632.3966253,13478632.3966253,13496990.2791437
1.741,13473421.866494,13473421.866494,13491772.6522761
1.742,13466699.6401504,13466699.6401504,13485041.2702676
1.743,13462009.3372462,13462009.3372462,13480344.579176
1.744,13456313.8010298,13456313.8010298,13474641.2856455
1.745,13451131.2348118,13451131.2348118,13469451.660778
1.746,13444944.1253376,13444944.1253376,13463256.1244675
1.747,13439269.9619152,13439269.9619152,13457574.2328407
1.748,13434613.7802547,13434613.7802547,13452911.709466
1.749,13427437.6775057,13427437.6775057,13445725.8328729
1.75,13423300.3604541,13423300.3604541,13441582.8808
1.751,13417654.2542519,13417654.2542519,13435929.0846074
1.752,13412520.1528483,13412520.1528483,13430787.9905633
1.753,13406383.1901267,13406383.1901267,13424642.6693053
1.754,13401767.6059124,13401767.6059124,13420020.7986703
1.755,13396149.371331,13396149.371331,13414394.9120595
1.756,13391547.1510022,13391547.1510022,13409786.4235117
1.757,13384933.9108249,13384933.9108249,13403164.1761086
1.758,13379840.8762337,13379840.8762337,13398064.2048099
1.759,13375258.7380636,13375258.7380636,13393475.8257726
1.76,13368667.0123025,13368667.0123025,13386875.1220883
1.761,13364098.2459148,13364098.2459148,13382300.1330458
1.762,13359032.203421,13359032.203421,13377227.1906076
1.763,13353972.8574704,13353972.8574704,13372160.9538335
1.764,13347913.035585,13347913.035585,13366092.8784773
1.765,13343370.7073947,13343370.7073947,13361544.3636409
1.766,13338331.4812368,13338331.4812368,13356498.2740626
1.767,13333298.9081501,13333298.9081501,13351458.8466168
1.768,13327266.6522682,13327266.6522682,13345418.374809
1.769,13322247.5421493,13322247.5421493,13340392.4286677
1.77,13317738.0072107,13317738.0072107,13335876.7517474
1.771,13311223.5653375,13311223.5653375,13329353.4372116
1.772,13306727.1631289,13306727.1631289,13324850.9109081
1.773,13301734.5645611,13301734.5645611,13319851.5124265
1.774,13297251.0852918,13297251.0852918,13315361.9266634
1.775,13291266.6795192,13291266.6795192,13309369.3701368
1.776,13286796.1926765,13286796.1926765,13304892.7944958
1.777,13281829.8414706,13281829.8414706,13299919.6791251
1.778,13277372.1956791,13277372.1956791,13295455.9620249
1.779,13271414.6955953,13271414.6955953,13289490.3478325
1.78,13266468.0116899,13266468.0116899,13284536.926549
1.781,13262029.6870672,13262029.6870672,13280092.5569331
1.782,13255590.7319932,13255590.7319932,13273644.8320094
1.783,13251666.9419028,13251666.9419028,13269715.6977212
1.784,13246746.2113264,13246746.2113264,13264788.2651151
1.785,13242333.4327376,13242333.4327376,13260369.4763268
1.786,13236422.7664684,13236422.7664684,13254450.7597366
1.787,13231521.4829511,13231521.4829511,13249542.8006765
1.788,13227629.0276343,13227629.0276343,13245645.0438399
1.789,13223241.5810685,13223241.5810685,13241251.6215766
1.79,13217357.178514,13217357.178514,13235359.2044723
1.791,13212481.4690811,13212481.4690811,13230476.8543286
1.792,13208613.9033282,13208613.9033282,13226604.0209553
1.793,13202248.4821159,13202248.4821159,13220229.9300464
1.794,13198393.3231793,13198393.3231793,13216369.5203875
1.795,13193543.0266775,13193543.0266775,13211512.6177872
1.796,13189199.6194945,13189199.6194945,13207163.2948884
1.797,13183361.062651,13183361.062651,13201316.7859369
1.798,13179030.1995513,13179030.1995513,13196980.0242064
1.799,13175205.8297221,13175205.8297221,13193150.4455897
1.8,13170887.2705717,13170887.2705717,13188826.0045665
1.801,13165074.3532083,13165074.3532083,13183005.1700161
1.802,13160268.2116445,13160268.2116445,13178192.4824927
1.803,13155968.3115585,13155968.3115585,13173886.7259475
1.804,13150674.7606671,13150674.7606671,13168585.9652455
1.805,13146887.0427096,13146887.0427096,13164793.0884204
1.806,13142105.7909922,13142105.7909922,13160005.3246434
1.807,13137830.4701646,13137830.4701646,13155724.1808336
1.808,13132562.0025809,13132562.0025809,13150448.5376028
1.809,13127799.4462791,13127799.4462791,13145679.4947045
1.81,13124042.0017813,13124042.0017813,13141916.9325715
1.811,13120290.568815,13120290.568815,13138160.3901575
1.812,13114547.5687438,13114547.5687438,13132409.5681265
1.813,13110308.8824139,13110308.8824139,13128165.1087106
1.814,13106076.2375877,13106076.2375877,13123926.6990267
1.815,13100851.3510254,13100851.3510254,13118694.6961747
1.816,13097129.9268679,13097129.9268679,13114968.2034416
1.817,13092416.3739788,13092416.3739788,13110248.2306986
1.818,13088706.8760486,13088706.8760486,13106533.6804363
1.819,13083007.66621,13083007.66621,13100826.7082802
1.82,13078811.2646523,13078811.2646523,13096624.5912282
1.821,13075119.6056816,13075119.6056816,13092927.9042219
1.822,13071433.8626861,13071433.8626861,13089237.1412486
1.823,13066257.8910237,13066257.8910237,13084054.1199185
1.824,13061586.7562839,13061586.7562839,13079376.6230983
1.825,13057918.7456993,13057918.7456993,13075703.6166873
1.826,13052761.11288,13052761.11288,13070538.9591777
1.827,13049104.8772741,13049104.8772741,13066877.743783
1.828,13044956.0939969,13044956.0939969,13062723.3098675
1.829,13040813.2176306,13040813.2176306,13058574.7909082
1.83,13035679.7040236,13035679.7040236,13053434.2854613
1.831,13031548.7025515,13031548.7025515,13049297.6575696
1.832,13027921.7430006,13027921.7430006,13045665.7581039
1.833,13022308.2095325,13022308.2095325,13040044.5790094
1.834,13019190.9454547,13019190.9454547,13036923.0692213
1.835,13015083.4133245,13015083.4133245,13032809.9426369
1.836,13010981.7269259,13010981.7269259,13028702.6697459
1.837,13005890.097081,13005890.097081,13023604.1051067
1.838,13002795.8569337,13002795.8569337,13020505.6506078
1.839,12834046.5624216,12834046.5624216,12851526.5197418
1.84,12811568.787968,12811568.787968,12829018.1305842
1.841,12810899.8125751,12810899.8125751,12828348.2440475
1.842,12802977.3497978,12802977.3497978,12820414.9908846
1.843,12787816.4925674,12787816.4925674,12805233.4845833
1.844,12782812.3876953,12782812.3876953,12800222.5641258
1.845,12776849.0893557,12776849.0893557,12794251.1437805
1.846,12769927.7193181,12769927.7193181,12787320.3468445
1.847,12763977.9999052,12763977.9999052,12781362.5239203
1.848,12755143.9626137,12755143.9626137,12772516.4546797
1.849,12747764.1321228,12747764.1321228,12765126.5728678
1.85,12740873.4488082,12740873.4488082,12758226.5044501
1.851,12734471.1198866,12734471.1198866,12751815.4555635
1.852,12725192.1717398,12725192.1717398,12742523.8694996
1.853,12718805.0705891,12718805.0705891,12736128.0691241
1.854,12711944.8736794,12711944.8736794,12729258.5286338
1.855,12705571.8365221,12705571.8365221,12722876.8114069
1.856,12696329.0000067,12696329.0000067,12713621.3861582
1.857,12689971.0911013,12689971.0911013,12707254.8177879
1.858,12683141.1820103,12683141.1820103,12700415.6063682
