Energy[keV],Photon_to_nAmp_BestOf,Photon_to_nAmp_oxidized,Photon_to_nAmp_thin
0.1474,166879308.746101,166879308.746101,167106598.181303
0.1475,166562676.774615,166562676.774615,166789534.957419
0.1476,166403979.093966,166403979.093966,166630621.130704
0.1477,166396082.534766,166396082.534766,166622713.816398
0.1478,166381773.040091,166381773.040091,166608384.832207
0.1479,166072980.886642,166072980.886642,166299172.104184
0.148,166065332.213251,166065332.213251,166291513.013309
0.1481,165900939.119387,165900939.119387,166126896.016232
0.1482,165893482.656418,165893482.656418,166119429.397568
0.1483,165879629.789837,165879629.789837,166105557.663398
0.1484,165559042.559626,165559042.559626,165784533.793732
0.1485,165395470.129761,165395470.129761,165620738.578396
0.1486,165381787.950341,165381787.950341,165607037.763863
0.1487,165374754.911402,165374754.911402,165599995.145933
0.1488,165055516.340542,165055516.340542,165280321.77249
0.1489,165042082.36843,165042082.36843,165266869.503323
0.149,164879381.267072,164879381.267072,165103946.803244
0.1491,164866137.07958,164866137.07958,165090684.577183
0.1492,164554731.286083,164554731.286083,164778854.649337
0.1493,164541599.929363,164541599.929363,164765705.407724
0.1494,164379706.118122,164379706.118122,164603591.09729
0.1495,164366762.834176,164366762.834176,164590630.184605
0.1496,164353951.423536,164353951.423536,164577801.324838
0.1497,164043833.262532,164043833.262532,164267260.783239
0.1498,163889186.817582,163889186.817582,164112403.710001
0.1499,163876544.40445,163876544.40445,164099744.077916
0.15,163864033.003903,163864033.003903,164087215.636855
0.1501,163555193.461915,163555193.461915,163777955.45575
0.1502,163542791.072597,163542791.072597,163765536.174392
0.1503,163202751.112752,163202751.112752,163425033.080495
0.1504,163196858.009696,163196858.009696,163419131.951039
0.1505,162902642.463221,162902642.463221,163124515.683313
0.1506,162896851.790546,162896851.790546,163118717.123749
0.1507,162769565.310197,162769565.310197,162991257.279353
0.1508,162770376.071527,162770376.071527,162992069.144939
0.1509,162771331.167225,162771331.167225,162993025.541477
0.151,162490883.824069,162490883.824069,162712196.229347
0.1511,162491937.17056,162491937.17056,162713251.010495
0.1512,162365307.795194,162365307.795194,162586449.166059
0.1513,162366562.2568,162366562.2568,162587705.33624
0.1514,162087069.013034,162087069.013034,162307831.422983
0.1515,162088420.203212,162088420.203212,162309184.453481
0.1516,161956013.894932,161956013.894932,162176597.807954
0.1517,161963935.949778,161963935.949778,162184530.65263
0.1518,161965629.731028,161965629.731028,162186226.740808
0.1519,161687036.415225,161687036.415225,161907253.981215
0.152,161555234.610439,161555234.610439,161775272.662516
0.1521,161518920.50489,161518920.50489,161738909.097195
0.1522,161520876.685764,161520876.685764,161740867.942385
0.1523,161243347.599481,161243347.599481,161462960.861792
0.1524,161245397.087216,161245397.087216,161465013.140927
0.1525,161114289.072664,161114289.072664,161333726.557403
0.1526,161053089.058879,161053089.058879,161272443.189266
0.1527,160776687.526351,160776687.526351,160995665.198154
0.1528,160778977.806242,160778977.806242,160997958.597404
0.1529,160654854.277986,160654854.277986,160873666.013039
0.153,160537214.857087,160537214.857087,160755866.367378
0.1531,160514474.622203,160514474.622203,160733095.160319
0.1532,160214147.811085,160214147.811085,160432359.304415
0.1533,160185229.359339,160185229.359339,160403401.465769
0.1534,160036731.021078,160036731.021078,160254700.872934
0.1535,159901025.698099,159901025.698099,160118810.719455
0.1536,159602355.336346,159602355.336346,159819733.568997
0.1537,159579997.481138,159579997.481138,159797345.262414
0.1538,159426119.146543,159426119.146543,159643257.345697
0.1539,159372616.067907,159372616.067907,159589681.395926
0.154,159344269.071459,159344269.071459,159561295.790901
0.1541,159047020.516219,159047020.516219,159263642.383455
0.1542,158900199.282803,158900199.282803,159116621.17968
0.1543,158847105.155887,158847105.155887,159063454.738621
0.1544,158819066.013528,158819066.013528,159035377.406981
0.1545,158529420.911032,158529420.911032,158745337.808174
0.1546,158501517.950383,158501517.950383,158717396.843723
0.1547,158355540.960574,158355540.960574,158571221.033414
0.1548,158309166.169334,158309166.169334,158524783.07976
0.1549,158014635.251134,158014635.251134,158229851.010772
0.155,157993235.896406,157993235.896406,158208422.510147
0.1551,157841826.233919,157841826.233919,158056806.627866
0.1552,157789636.365612,157789636.365612,158004545.677016
0.1553,157768505.27905,157768505.27905,157983385.809937
0.1554,157475345.135147,157475345.135147,157689826.38224
0.1555,157466684.119291,157466684.119291,157681153.570091
0.1556,157340793.859409,157340793.859409,157555091.847812
0.1557,157301441.399632,157301441.399632,157515685.790029
0.1558,157040257.693053,157040257.693053,157254146.351528
0.1559,157038021.324721,157038021.324721,157251906.937265
0.156,156912736.371031,156912736.371031,157126451.345606
0.1561,156867585.092658,156867585.092658,157081238.57124
0.1562,156865625.668426,156865625.668426,157079276.478276
0.1563,156599277.033913,156599277.033913,156812565.077214
0.1564,156480740.120092,156480740.120092,156693866.716247
0.1565,156435958.623157,156435958.623157,156649024.226962
0.1566,156434241.293747,156434241.293747,156647304.558552
0.1567,156168912.78878,156168912.78878,156381614.676452
0.1568,156167283.373494,156167283.373494,156379983.041904
0.1569,156043262.431508,156043262.431508,156255793.183532
0.157,156005067.074869,156005067.074869,156217545.804859
0.1571,155740752.059692,155740752.059692,155952870.792922
0.1572,155739360.843028,155739360.843028,155951477.681422
0.1573,155622040.200687,155622040.200687,155833997.248495
0.1574,155578086.154756,155578086.154756,155789983.337202
0.1575,155576969.29843,155576969.29843,155788864.959719
0.1576,155319713.666757,155319713.666757,155531258.946158
0.1577,155318685.548638,155318685.548638,155530229.427743
0.1578,155159368.199167,155159368.199167,155370695.088218
0.1579,155158488.772807,155158488.772807,155369814.46408
0.158,154902198.91173,154902198.91173,155113175.536493
0.1581,154901406.973598,154901406.973598,155112382.519743
0.1582,154785272.016206,154785272.016206,154996089.386666
0.1583,154748204.071448,154748204.071448,154958970.955408
0.1584,154753763.706853,154753763.706853,154964538.16303
0.1585,154498364.42119,154498364.42119,154708791.023821
0.1586,154382779.341158,154382779.341158,154593048.517037
0.1587,154346048.93969,154346048.93969,154556268.088802
0.1588,154345770.312049,154345770.312049,154555989.08167
0.1589,154091307.762792,154091307.762792,154301179.954702
0.159,154097162.703374,154097162.703374,154307042.869706
0.1591,153976129.394097,153976129.394097,154185844.713194
0.1592,153933787.204855,153933787.204855,154143444.853937
0.1593,153680271.493288,153680271.493288,153889583.85425
0.1594,153686337.431624,153686337.431624,153895658.054387
0.1595,153571899.477923,153571899.477923,153781064.236319
0.1596,153517850.061632,153517850.061632,153726941.204782
0.1597,153524175.076524,153524175.076524,153733274.834338
0.1598,153271561.519114,153271561.519114,153480317.21754
0.1599,153271941.67061,153271941.67061,153480697.886802
0.16,153110013.666255,153110013.666255,153318549.336683
0.1601,153110531.987292,153110531.987292,153319068.363672
0.1602,152858868.668905,152858868.668905,153067062.280122
0.1603,152865468.965248,152865468.965248,153073671.566061
0.1604,152746178.83902,152746178.83902,152954218.966813
0.1605,152716952.43085,152716952.43085,152924952.752307
0.1606,152723820.752496,152723820.752496,152931830.428599
0.1607,152478983.599893,152478983.599893,152686659.808063
0.1608,152366213.220017,152366213.220017,152573735.835054
0.1609,152331313.396851,152331313.396851,152538788.478367
0.161,152332410.164432,152332410.164432,152539886.739744
0.1611,152088447.360872,152088447.360872,152295591.659114
0.1612,152095600.246408,152095600.246408,152302754.286872
0.1613,151983396.030148,151983396.030148,152190397.248592
0.1614,151948911.783733,151948911.783733,152155866.034672
0.1615,151705802.388723,151705802.388723,151912425.524933
0.1616,151713166.402938,151713166.402938,151919799.568927
0.1617,151601477.659859,151601477.659859,151807958.705903
0.1618,151561355.00563,151561355.00563,151767781.404663
0.1619,151568977.374952,151568977.374952,151775414.155644
0.162,151326677.65224,151326677.65224,151532784.420975
0.1621,151328424.093762,151328424.093762,151534533.241149
0.1622,151181651.00178,151181651.00178,151387560.244377
0.1623,151183536.915861,151183536.915861,151389448.72707
0.1624,150948023.014774,150948023.014774,151153614.056309
0.1625,150949990.721518,150949990.721518,151155584.443067
0.1626,150839371.382468,150839371.382468,151044814.4406
0.1627,150805921.680605,150805921.680605,151011319.180279
0.1628,150808144.397319,150808144.397319,151013544.924331
0.1629,150573416.296298,150573416.296298,150778497.123894
0.163,150463300.837261,150463300.837261,150668231.687723
0.1631,150424245.965119,150424245.965119,150629123.622888
0.1632,150420765.735009,150420765.735009,150625638.652708
0.1633,150180982.007927,150180982.007927,150385528.340454
0.1634,150177585.293787,150177585.293787,150382126.999992
0.1635,150062134.246236,150062134.246236,150266518.708242
0.1636,150023485.657982,150023485.657982,150227817.480653
0.1637,149778704.364035,149778704.364035,149982702.794852
0.1638,149775519.904637,149775519.904637,149979513.998224
0.1639,149660607.030181,149660607.030181,149864444.612559
0.164,149622272.56889,149622272.56889,149826057.939774
0.1641,149619327.88831,149619327.88831,149823109.248542
0.1642,149375430.041723,149375430.041723,149578879.213356
0.1643,149378436.631407,149378436.631407,149581889.898012
0.1644,149223028.465063,149223028.465063,149426270.065916
0.1645,149220292.124248,149220292.124248,149423529.998208
0.1646,148983154.55596,148983154.55596,149186069.448813
0.1647,148980498.126558,148980498.126558,149183409.401357
0.1648,148866687.866381,148866687.866381,149069444.13173
0.1649,148823208.829672,148823208.829672,149025905.876621
0.165,148820785.201185,148820785.201185,149023478.947155
0.1651,148584504.389657,148584504.389657,148786876.321421
0.1652,148471220.416773,148471220.416773,148673438.05589
0.1653,148428063.818872,148428063.818872,148630222.678751
0.1654,148425843.643491,148425843.643491,148627999.479493
0.1655,148190441.307997,148190441.307997,148392276.526277
0.1656,148188298.602496,148188298.602496,148390130.902413
0.1657,148075579.103406,148075579.103406,148277257.879489
0.1658,148032824.207756,148032824.207756,148234444.751718
0.1659,147798294.904993,147798294.904993,147999596.020303
0.166,147796352.511512,147796352.511512,147997650.981284
0.1661,147684151.388313,147684151.388313,147885297.040278
0.1662,147641713.0042,147641713.0042,147842800.855132
0.1663,147634190.666768,147634190.666768,147835268.272285
0.1664,147400514.500306,147400514.500306,147601273.839141
0.1665,147398871.46746,147398871.46746,147599628.568487
0.1666,147246708.731887,147246708.731887,147447258.587435
0.1667,147245187.232071,147245187.232071,147445735.015338
0.1668,147012372.856647,147012372.856647,147212603.54699
0.1669,147005146.490471,147005146.490471,147205367.338511
0.167,146894022.004385,146894022.004385,147094091.500997
0.1671,146852288.671482,146852288.671482,147052301.327341
0.1672,146851062.087602,146851062.087602,147051073.072855
0.1673,146619088.417493,146619088.417493,146818783.454862
0.1674,146508470.946676,146508470.946676,146708015.323171
0.1675,146461288.833769,146461288.833769,146660768.948278
0.1676,146460250.921473,146460250.921473,146659729.622346
0.1677,146229142.754389,146229142.754389,146428306.686193
0.1678,146228176.647462,146228176.647462,146427339.26343
0.1679,146118106.970694,146118106.970694,146317119.671883
0.168,146071322.908175,146071322.908175,146270271.889522
0.1681,145846803.633044,145846803.633044,146045446.819385
0.1682,145840294.563607,145840294.563607,146038928.884603
0.1683,145730729.570941,145730729.570941,145929214.664537
0.1684,145689991.193058,145689991.193058,145888420.801028
0.1685,145677970.649488,145677970.649488,145876383.885491
0.1686,145442845.744298,145442845.744298,145640938.740438
0.1687,145430909.999472,145430909.999472,145628986.739141
0.1688,145276227.724591,145276227.724591,145474093.787172
0.1689,145264410.593603,145264410.593603,145462260.561264
0.169,145030226.778422,145030226.778422,145227757.787984
0.1691,145018493.435311,145018493.435311,145216008.464072
0.1692,144904318.91088,144904318.91088,145101678.434065
0.1693,144852869.244201,144852869.244201,145050158.692996
0.1694,144841342.723934,144841342.723934,145038616.473621
0.1695,144608087.700008,144608087.700008,144805043.756609
0.1696,144494451.19701,144494451.19701,144691252.480818
0.1697,144443332.23543,144443332.23543,144640063.895269
0.1698,144432004.487011,144432004.487011,144628720.718469
0.1699,144205338.939251,144205338.939251,144401746.452482
0.17,144194095.124503,144194095.124503,144390487.32367
0.1701,144075374.252134,144075374.252134,144271604.753604
0.1702,144024654.354674,144024654.354674,144220815.775699
0.1703,143798893.505244,143798893.505244,143994747.44024
0.1704,143787845.480261,143787845.480261,143983684.36786
0.1705,143669673.301403,143669673.301403,143865351.238623
0.1706,143624916.350576,143624916.350576,143820533.328878
0.1707,143614070.17963,143614070.17963,143809672.38546
0.1708,143383562.309871,143383562.309871,143578850.564235
0.1709,143372795.373951,143372795.373951,143568068.96376
0.171,143221481.850972,143221481.850972,143416549.351929
0.1711,143210827.963196,143210827.963196,143405880.95357
0.1712,142975624.412936,142975624.412936,143170357.056333
0.1713,142953828.142198,142953828.142198,143148531.099099
0.1714,142831197.484719,142831197.484719,143025733.418798
0.1715,142770313.723077,142770313.723077,142964766.73354
0.1716,142748713.857163,142748713.857163,142943137.448632
0.1717,142508972.143862,142508972.143862,142703069.207381
0.1718,142386947.281853,142386947.281853,142580878.147644
0.1719,142326428.604493,142326428.604493,142520277.043912
0.172,142305040.700003,142305040.700003,142498860.00912
0.1721,142066358.852053,142066358.852053,142259853.076755
0.1722,142045065.196957,142045065.196957,142238530.419724
0.1723,141923691.159408,141923691.159408,142116991.070869
0.1724,141863601.022222,141863601.022222,142056819.090982
0.1725,141625972.25574,141625972.25574,141818866.674382
0.1726,141604887.505425,141604887.505425,141797753.20666
0.1727,141484110.279193,141484110.279193,141676811.481978
0.1728,141424378.904146,141424378.904146,141616998.752864
0.1729,141403485.47697,141403485.47697,141596076.868863
0.173,141166918.627593,141166918.627593,141359187.815697
0.1731,141046734.03606,141046734.03606,141238839.532882
0.1732,140987358.574449,140987358.574449,141179383.201957
0.1733,140966670.476117,140966670.476117,141158666.926459
0.1734,140736645.340764,140736645.340764,140928328.497124
0.1735,140710545.753696,140710545.753696,140902193.362447
0.1736,140590997.316216,140590997.316216,140782482.100127
0.1737,140532039.657131,140532039.657131,140723444.140775
0.1738,140511630.467846,140511630.467846,140703007.154196
0.1739,140282632.744602,140282632.744602,140473697.536305
0.174,140158185.430152,140158185.430152,140349080.724749
0.1741,140105052.768358,140105052.768358,140295875.696328
0.1742,140084846.004551,140084846.004551,140275641.410931
0.1743,139851376.047939,139851376.047939,140041853.468495
0.1744,139831258.049616,139831258.049616,140021708.06948
0.1745,139712913.817773,139712913.817773,139903202.652923
0.1746,139660171.278511,139660171.278511,139850388.27838
0.1747,139427705.536822,139427705.536822,139617605.918607
0.1748,139407787.081408,139407787.081408,139597660.334279
0.1749,139290012.160448,139290012.160448,139479725.004006
0.175,139232155.909301,139232155.909301,139421789.952708
0.1751,139212420.589125,139212420.589125,139402027.753048
0.1752,138986402.847926,138986402.847926,139175702.175933
0.1753,138869193.323993,138869193.323993,139058333.012758
0.1754,138817091.937344,138817091.937344,139006160.664077
0.1755,138792137.648335,138792137.648335,138981172.387354
0.1756,138572492.975399,138572492.975399,138761228.558615
0.1757,138547638.842938,138547638.842938,138736340.574852
0.1758,138431035.852482,138431035.852482,138619578.771252
0.1759,138373918.442495,138373918.442495,138562383.567415
0.176,138354646.471344,138354646.471344,138543085.347861
0.1761,138130577.801125,138130577.801125,138318711.496359
0.1762,138019909.567859,138019909.567859,138207892.533081
0.1763,137963124.751334,137963124.751334,138151030.375698
0.1764,137938668.569369,137938668.569369,138126540.884439
0.1765,137720921.637019,137720921.637019,137908497.381007
0.1766,137696563.392034,137696563.392034,137884105.960119
0.1767,137581115.009236,137581115.009236,137768500.33675
0.1768,137530081.558273,137530081.558273,137717397.378284
0.1769,137318597.301426,137318597.301426,137505625.080111
0.177,137305142.494714,137305142.494714,137492151.947967
0.1771,137200901.279198,137200901.279198,137387768.75603
0.1772,137150170.550589,137150170.550589,137336968.932224
0.1773,137136893.358437,137136893.358437,137323673.656552
0.1774,136926237.192347,136926237.192347,137112730.576994
0.1775,136817147.688168,136817147.688168,137003492.493031
0.1776,136772040.979293,136772040.979293,136958324.348867
0.1777,136758941.773815,136758941.773815,136945207.302287
0.1778,136549106.691131,136549106.691131,136735086.424451
0.1779,136536083.00621,136536083.00621,136722045.001285
0.178,136427521.600255,136427521.600255,136613335.734814
0.1781,136382757.814738,136382757.814738,136568510.98107
0.1782,136369908.858222,136369908.858222,136555644.524289
0.1783,136155594.685844,136155594.685844,136341038.456244
0.1784,136052815.161322,136052815.161322,136238118.946123
0.1785,136003039.397681,136003039.397681,136188275.387946
0.1786,135990362.627558,135990362.627558,136175581.352077
0.1787,135782168.714947,135782168.714947,135967103.879585
0.1788,135769565.570872,135769565.570872,135954483.570042
0.1789,135667291.131945,135667291.131945,135852069.833441
0.179,135617867.732246,135617867.732246,135802579.119126
0.1791,135410479.961332,135410479.961332,135594908.886296
0.1792,135398048.52156,135398048.52156,135582460.514917
0.1793,135290977.741139,135290977.741139,135475243.90421
0.1794,135241845.675026,135241845.675026,135426044.920277
0.1795,135229582.8834,135229582.8834,135413765.426742
0.1796,135028255.342139,135028255.342139,135212163.677591
0.1797,134926901.777874,134926901.777874,135110672.069883
0.1798,134888539.131992,134888539.131992,135072257.17412
